Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Total Fwd Packet,Total Bwd packets,Total Length of Fwd Packet,Total Length of Bwd Packet,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd RST Flags,Bwd RST Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Packet Length Min,Packet Length Max,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWR Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Fwd Segment Size Avg,Bwd Segment Size Avg,Fwd Bytes/Bulk Avg,Fwd Packet/Bulk Avg,Fwd Bulk Rate Avg,Bwd Bytes/Bulk Avg,Bwd Packet/Bulk Avg,Bwd Bulk Rate Avg,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,FWD Init Win Bytes,Bwd Init Win Bytes,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,ICMP Code,ICMP Type,Total TCP Flow Time,Label
172.16.16.96-172.16.16.163-46542-30002-6,172.16.16.96,46542,172.16.16.163,30002,6,2022-09-07 19:38:07.633695,1487,5,0,448.0,0.0,448.0,0.0,89.6,200.35169078398118,0,0,0,0,301277.7404169469,3362.474781439139,371.75,200.64624757684024,618.0,188.0,1487.0,371.75,200.64624757684024,618.0,188.0,0,0,0,0,0,1,0,0,0,0,0,168,0,3362.474781439139,0.0,0.0,448.0,89.6,200.35169078398118,40140.80000000001,1,1,0,1,4,0,0,0,0.0,89.6,89.6,0.0,0,0,0,0,0,0,1,89,0,0,64240,0,1,32,0,0,0,0,0,0,0,0,-1,-1,1487,NeedManualLabel
172.16.16.96-172.16.16.163-36262-30002-6,172.16.16.96,36262,172.16.16.163,30002,6,2022-09-07 19:39:23.692416,2072,5,0,434.0,0.0,434.0,0.0,86.8,194.09070044698174,0,0,0,0,209459.45945945947,2413.127413127413,518.0,243.66370267235126,851.0,265.0,2072.0,518.0,243.66370267235126,851.0,265.0,0,0,0,0,0,1,0,0,0,0,0,168,0,2413.127413127413,0.0,0.0,434.0,86.8,194.09070044698174,37671.2,1,1,0,1,4,0,0,0,0.0,86.8,86.8,0.0,0,0,0,0,0,0,1,86,0,0,64240,0,1,32,0,0,0,0,0,0,0,0,-1,-1,2072,NeedManualLabel
172.16.16.96-172.16.16.1-38749-53-17,172.16.16.96,38749,172.16.16.1,53,17,2022-09-07 19:40:37.078559,0,1,0,52.0,0.0,52.0,52.0,52.0,0.0,0,0,0,0,Infinity,Infinity,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0.0,0.0,52.0,52.0,52.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,52.0,52.0,0.0,0,0,0,0,0,0,1,52,0,0,0,0,0,8,0,0,0,0,0,0,0,0,-1,-1,0,NeedManualLabel
172.16.16.96-172.16.16.163-36840-30002-6,172.16.16.96,36840,172.16.16.163,30002,6,2022-09-07 19:41:03.549858,2243,5,0,438.0,0.0,438.0,0.0,87.6,195.87955482898158,0,0,0,0,195274.1863575568,2229.1573785109226,560.75,245.827005568279,923.0,381.0,2243.0,560.75,245.827005568279,923.0,381.0,0,0,0,0,0,1,0,0,0,0,0,168,0,2229.1573785109226,0.0,0.0,438.0,87.6,195.87955482898158,38368.8,1,1,0,1,4,0,0,0,0.0,87.6,87.6,0.0,0,0,0,0,0,0,1,87,0,0,64240,0,1,32,0,0,0,0,0,0,0,0,-1,-1,2243,NeedManualLabel
172.16.16.96-172.16.16.163-41984-30002-6,172.16.16.96,41984,172.16.16.163,30002,6,2022-09-07 19:52:03.640396,1660,5,0,457.0,0.0,457.0,0.0,91.4,204.3766131434808,0,0,0,0,275301.2048192771,3012.0481927710844,415.0,123.22607949077447,544.0,251.0,1660.0,415.0,123.22607949077447,544.0,251.0,0,0,0,0,0,1,0,0,0,0,0,168,0,3012.0481927710844,0.0,0.0,457.0,91.4,204.3766131434808,41769.80000000001,1,1,0,1,4,0,0,0,0.0,91.4,91.4,0.0,0,0,0,0,0,0,1,91,0,0,64240,0,1,32,0,0,0,0,0,0,0,0,-1,-1,1660,NeedManualLabel
172.16.16.96-172.16.16.163-49234-30002-6,172.16.16.96,49234,172.16.16.163,30002,6,2022-09-07 19:55:36.191836,1924,5,0,434.0,0.0,434.0,0.0,86.8,194.09070044698174,0,0,0,0,225571.72557172558,2598.7525987525987,481.0,271.65541899006297,877.0,290.0,1924.0,481.0,271.65541899006297,877.0,290.0,0,0,0,0,0,1,0,0,0,0,0,168,0,2598.7525987525987,0.0,0.0,434.0,86.8,194.09070044698174,37671.2,1,1,0,1,4,0,0,0,0.0,86.8,86.8,0.0,0,0,0,0,0,0,1,86,0,0,64240,0,1,32,0,0,0,0,0,0,0,0,-1,-1,1924,NeedManualLabel
172.16.16.96-172.16.16.163-49452-30002-6,172.16.16.96,49452,172.16.16.163,30002,6,2022-09-07 19:40:14.431871,2154,5,0,438.0,0.0,438.0,0.0,87.6,195.87955482898158,0,0,0,0,203342.6183844011,2321.262766945218,538.5,378.64715325308686,1047.0,236.0,2154.0,538.5,378.64715325308686,1047.0,236.0,0,0,0,0,0,1,0,0,0,0,0,168,0,2321.262766945218,0.0,0.0,438.0,87.6,195.87955482898158,38368.8,1,1,0,1,4,0,0,0,0.0,87.6,87.6,0.0,0,0,0,0,0,0,1,87,0,0,64240,0,1,32,0,0,0,0,0,0,0,0,-1,-1,2154,NeedManualLabel
172.16.16.96-172.16.16.163-59248-30002-6,172.16.16.96,59248,172.16.16.163,30002,6,2022-09-07 19:44:45.544594,1632,5,0,431.0,0.0,431.0,0.0,86.2,192.74905966048186,0,0,0,0,264093.137254902,3063.7254901960787,408.0,254.09578246532678,768.0,227.0,1632.0,408.0,254.09578246532678,768.0,227.0,0,0,0,0,0,1,0,0,0,0,0,168,0,3063.7254901960787,0.0,0.0,431.0,86.2,192.74905966048186,37152.2,1,1,0,1,4,0,0,0,0.0,86.2,86.2,0.0,0,0,0,0,0,0,1,86,0,0,64240,0,1,32,0,0,0,0,0,0,0,0,-1,-1,1632,NeedManualLabel
172.16.16.96-172.16.16.163-59234-30002-6,172.16.16.96,59234,172.16.16.163,30002,6,2022-09-07 19:44:39.281975,4056,5,0,438.0,0.0,438.0,0.0,87.6,195.87955482898158,0,0,0,0,107988.16568047338,1232.741617357002,1014.0,756.6919232201878,2131.0,461.0,4056.0,1014.0,756.6919232201878,2131.0,461.0,0,0,0,0,0,1,0,0,0,0,0,168,0,1232.741617357002,0.0,0.0,438.0,87.6,195.87955482898158,38368.8,1,1,0,1,4,0,0,0,0.0,87.6,87.6,0.0,0,0,0,0,0,0,1,87,0,0,64240,0,1,32,0,0,0,0,0,0,0,0,-1,-1,4056,NeedManualLabel
172.16.16.96-172.16.16.163-60922-30002-6,172.16.16.96,60922,172.16.16.163,30002,6,2022-09-07 19:39:48.692593,2246,5,0,440.0,0.0,440.0,0.0,88.0,196.7739820199815,0,0,0,0,195903.82902938555,2226.1798753339267,561.5,281.4492257347081,954.0,298.0,2246.0,561.5,281.4492257347081,954.0,298.0,0,0,0,0,0,1,0,0,0,0,0,168,0,2226.1798753339267,0.0,0.0,440.0,88.0,196.7739820199815,38720.0,1,1,0,1,4,0,0,0,0.0,88.0,88.0,0.0,0,0,0,0,0,0,1,88,0,0,64240,0,1,32,0,0,0,0,0,0,0,0,-1,-1,2246,NeedManualLabel
